,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,0.055474546,0.27378738,-0.19709216,0.13541356,0.01787536,0.11522041,0.002910532,0.30109546,0.0561123,-0.011257439,-0.1414224,-0.07112274,-0.1360056,-0.025290342,-0.6079219
1,-0.021878537,0.02917358,-0.032455858,0.30135676,0.004585498,0.040006157,-0.61333185,-0.054602318,0.015905684,0.012711625,-0.0013055548,0.05942523,-0.02645708,0.4317698,-0.31992242
2,-0.2241525,0.0031680579,-0.0016512142,0.033407222,-0.02325301,-0.13049476,0.05390043,-0.25914595,0.16066049,0.038727835,0.09097803,0.031205202,0.17901646,0.01773887,-0.6955883
3,0.06798826,0.027521264,0.0225045,0.058000937,0.018225012,0.028167635,0.16502559,-0.0022322035,-0.029581193,-0.0031442016,-0.06314334,0.06807132,-0.083775334,0.6672014,-0.28870603
4,0.2600728,-0.029106379,0.09551259,0.11812797,-0.013557073,0.30301437,0.05024161,0.17188402,0.25669733,-0.046406794,0.12059606,0.14249471,-0.3447579,-0.062979184,-0.5329336
5,0.043213386,-0.019604994,0.011042181,0.028489685,-0.016289957,0.031291105,-0.550443,0.03384899,0.038813196,-0.02286614,-0.04187242,0.08049693,-0.0027301598,-0.35439622,-0.34054524
6,-0.061190248,0.0071821976,-0.018985039,-0.024867011,-0.0015463184,-0.039125107,-0.0010654142,-0.055614073,0.01384898,0.001246097,-0.006553542,-0.07756451,0.08405071,0.04203648,-0.98077226
7,0.12904124,-0.07521998,0.096123815,-0.22058032,0.00050106563,-0.06373871,-0.017710432,-0.2717149,-0.14052877,0.012650718,0.34457073,0.058882743,0.07473438,-0.0043446943,-0.61673486
8,-0.18429615,-0.029314557,-0.08526613,0.04620909,0.004175314,-0.020400796,-0.4259438,-0.22295183,-0.055349097,0.01662172,0.15670073,-0.37818384,0.13343549,-0.13414179,-0.39491126
9,-0.22370072,-0.23206294,0.15491529,0.13860683,-0.022038095,0.020535758,0.07937287,0.15913543,0.07503178,0.015815245,-0.34695482,0.13477099,-0.046510994,-0.016810998,-0.5106217
10,-0.024872262,0.020833505,-0.02842904,-0.27569225,0.025137868,-0.051457584,0.56073505,-0.09373589,-0.030291148,0.029118795,0.03805726,-0.117052056,0.0662678,0.037515532,-0.38983607
11,0.116883986,0.33371106,-0.2537976,-0.11200262,-0.051488396,-0.37122816,-0.03495626,-0.17912257,-0.32615513,-0.0074229557,-0.010969707,0.050660428,0.05787081,-0.070060425,-0.43009108
12,-0.052120086,0.31253752,-0.32411152,-0.103970446,-0.013127827,0.16826703,0.031440675,-0.102596425,-0.08239416,-0.024265297,0.13131791,-0.045147557,0.059661057,-0.016057828,-0.6570604
13,0.10693272,-0.27697024,0.49134237,0.06986236,-0.0409622,0.02078462,0.033452548,0.13247308,0.033410024,0.040159315,-0.026010642,-0.0063437955,-0.094083175,-0.00334646,-0.5934533
14,0.021609178,-0.15469772,0.18428317,0.006669244,0.008564966,-0.012703933,0.021906117,0.078855306,-0.39817655,-0.020979043,-0.2654244,0.30440494,-0.21883559,-0.0740258,-0.42534265
