,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,-0.0080357455,-0.010227947,-0.007527735,-0.0006131463,-0.019252304,-0.002371806,-0.006719268,-0.08367314,0.32760847,-0.36741108,-0.001600683,0.05223072,0.6739018,0.24075001,-0.38530487
1,0.009870708,-0.0005439583,0.008291598,0.0036055788,0.01561751,0.0024624132,0.01325707,-0.005191395,0.0903678,0.070116706,0.08046098,0.03383524,0.13448587,-0.8635146,-0.31765997
2,0.008161965,0.0040658484,-0.006077851,0.011516147,-0.006555738,-0.007454298,0.020764673,0.023263058,0.010831693,-0.032007698,0.16554739,0.043761756,-0.5807131,0.20261373,-0.7625592
3,-0.0012228249,1.7966395e-05,-0.00028470406,-0.00010224209,-0.0012668819,-0.00029208188,-0.0013797968,0.0058548935,-0.00071198255,0.0021430145,-0.009854168,-0.96880496,0.04538711,-0.0020767988,-0.112259656
4,0.026448607,-0.03702062,0.0035559523,-0.0024520108,-0.00912735,0.0023242824,-0.52778274,-0.06470042,0.24329911,-0.29169437,0.010686448,0.0475588,0.59789735,0.21523292,-0.34265056
5,-0.0010692426,0.0052574505,0.0010163962,-0.0005122555,0.010229967,0.0005891539,0.11914299,0.09816382,-0.53079444,0.3829475,0.20011187,0.06858504,0.51395977,0.22581412,-0.3431358
6,-0.0025702822,0.015725903,0.018883824,0.0012785995,0.015868794,-0.020596951,-0.063890226,-0.1001324,0.61482465,0.5642056,-0.05136562,0.05136883,-0.16993241,0.15619123,-0.4553415
7,-0.036670923,-0.005917196,0.014643459,0.005668114,0.014438761,0.011111548,-0.121229574,0.022644296,-0.514962,-0.666749,0.13079412,-0.009399096,-0.28320104,-0.06345439,-0.24346733
8,-0.019938203,-0.004434832,0.0072358525,-0.002827733,0.031236313,-0.0010804578,-0.1182244,0.23954585,-0.044697404,-0.41363567,-0.6245212,0.01070382,0.15324183,-0.20515108,-0.31787795
9,-0.013715727,0.025629606,-0.0062498804,-0.00627604,0.06803268,0.0002752151,-0.13302502,-0.068458326,-0.47699246,-0.03511816,-0.405921,0.02164923,-0.14262666,-0.515671,-0.36841828
10,-0.007947762,-0.0019300027,-0.0027432262,0.004012889,0.00669487,-0.00081421476,0.0008792796,0.12784508,-0.19933818,0.234185,-0.8685711,0.030422155,-0.04870167,-0.013745555,-0.12687306
11,0.10635882,0.7082729,0.14985399,0.07152937,-0.013467692,0.028499207,-0.0073248106,0.006500235,-0.009731251,0.033015527,0.037595566,0.017544791,-0.006865571,0.022091119,-0.18542711
12,0.027721379,-0.02257619,0.005485783,0.008958112,-0.007764146,-0.009490663,0.5221906,0.06718644,0.21717982,-0.462234,-0.13196012,0.0033490085,0.16414368,0.022671185,-0.17285517
13,0.0024452321,-0.001128688,0.0037073288,-0.0072187562,0.0024305482,0.0008469223,-0.023813503,0.0289,-0.40176123,0.2099448,0.18255329,0.07362575,0.64997286,0.26678407,-0.40839356
14,-0.031947844,-0.179739,-0.088465594,-0.014636464,-0.015228053,0.006914611,-0.10078852,-0.41494632,-0.08373524,-0.05154358,-0.124925,0.0014106082,0.0025776047,-0.018977407,-0.12216428
