,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,0.0032802809,0.034490168,0.47121862,0.015203083,0.048915654,0.16706248,0.03622179,-0.032769974,0.26541308,0.25747392,0.091322675,-0.43009168,0.016285608,0.19067,0.39159432
1,-0.27428058,0.09321853,-0.010775009,-0.05607168,-0.5248311,-0.27314314,-0.02825057,0.05223797,0.1554683,0.036417972,-0.005994995,0.44316557,0.0034330916,-0.03433836,0.20342663
2,-0.025698276,0.014350057,0.042408347,-0.0087324,-0.019466903,-0.217438,-0.37302348,0.017850846,-0.21624003,-0.22987778,0.059005994,-0.5581803,0.020317543,0.20921768,0.40348324
3,0.117146425,-0.042668365,-0.043760188,0.05555156,0.23163283,-0.22851224,-0.056465864,0.029211309,0.2684177,0.294094,-0.13754943,0.120552525,0.0053411354,-0.5053079,0.32868314
4,-0.008686844,-0.01967438,-0.17647064,-0.009587904,-0.017128903,-0.027868984,0.013267548,0.002049627,-0.04861433,-0.04867818,-0.027139276,0.028870933,0.024578776,0.46187627,0.85949165
5,-0.061898924,0.051809948,0.80986744,0.0052916375,0.11298569,0.19436549,0.21836168,-0.011870577,0.07783872,0.08578275,-0.09643243,0.15805021,0.0074727666,0.14054264,0.28011465
6,0.06909434,-0.023960587,-0.11190598,0.026654374,0.009281552,0.34425387,0.6515513,-0.018224984,0.17481954,0.16047038,0.017594095,-0.33517373,0.014970889,0.16860579,0.34036392
7,-0.045376286,-0.03658262,0.011756632,-0.015764266,-0.086032055,0.24034274,-0.057583515,-0.030046092,-0.28817704,-0.22827743,-0.10859766,0.02465187,0.0056160465,-0.65762323,0.34370556
8,0.07318039,0.036140956,0.014292731,-0.008112819,0.26746586,-0.14627652,0.117872305,0.04675148,-0.022180777,-0.34662735,0.31927204,0.46329618,0.003552968,-0.051690117,0.21229683
9,-0.0063860514,-0.02655859,-0.045107353,-0.010776857,-0.01535726,0.09661957,-0.07275919,-0.30974415,-0.37398267,0.444633,0.40379542,0.3036371,-0.093925245,0.020464329,0.122872986
10,0.38008162,-0.04777955,0.12691331,0.06702862,-0.34614497,-0.17179757,0.11874867,0.041139342,-0.0012564946,-0.22124279,0.24620348,0.17426994,0.0048497845,-0.07972067,0.20199671
11,0.080697566,0.004342697,-0.10406144,0.03652254,0.12575781,-0.22228917,0.011024784,0.027936723,0.27282307,0.25317004,0.02538679,-0.12476562,0.005435951,-0.7410453,0.35099074
12,0.008092807,-0.104389764,-0.1385088,0.025109565,-0.013497531,0.21478392,-0.28395215,-0.012007807,0.23619093,0.052735608,0.15928458,0.4493754,-0.0039922693,0.06153315,0.17226823
13,0.088754825,-0.03338653,-0.41329256,0.022664974,-0.08485113,0.06676473,0.2680155,0.008934686,-0.16989453,-0.19121802,0.028496012,-0.53075105,0.02050616,0.21043949,0.40534648
14,0.03516827,0.15551032,-0.014477471,0.4183673,-0.00821445,0.11012628,-0.08184864,-0.013364053,-0.12933956,0.06686888,-0.41897762,0.07723464,0.003258225,-0.03684096,0.10687337
