,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
0,0.04132895,0.27773783,0.22541595,0.19690083,-0.03400415,-0.060599696,-0.019711765,-0.026429173,-0.01613299,0.012662873,0.023908189,-0.0023074087,-0.018917874,-0.0025537333,-0.0025437959,-0.075558916,0.24585666,-0.29534099,0.013933504,0.049725328,0.62242246,0.22452551,-0.35710737
1,0.003601826,0.010038295,-0.01872628,-0.017235084,-0.017381305,-0.010321911,0.00014840033,-0.01160412,0.011699764,0.003275178,0.005945937,0.002466732,0.013866652,0.0008442201,0.0044975607,-0.022018299,0.06821467,0.09184067,0.101134226,0.032798145,0.12343643,-0.83968365,-0.2917196
2,0.008787278,-0.0072044726,0.059479702,0.006107415,0.0014137543,0.088093825,0.093455255,0.036639202,0.059790377,0.007876164,-0.04473107,0.0041010305,-0.008722474,-0.008680947,0.019465564,0.022914104,0.010521738,-0.03142258,0.16262424,0.043025475,-0.57091916,0.19918977,-0.7496984
3,0.0048440173,0.090880156,0.1613519,0.11990172,0.012935109,-0.032139655,-0.02494622,-0.0021778883,-0.0108543,0.015039229,0.021360645,0.0013370941,0.0101395,0.0007832811,0.11735114,0.059250414,-0.46620354,0.31486735,0.18421873,0.06700497,0.53116,0.2278394,-0.34730268
4,-0.0029090059,0.007850098,0.0029209298,0.0013039706,-0.005070526,-0.013970652,-0.027040718,0.016863588,0.005023621,0.016586224,-0.00029364778,0.0036089546,0.013013117,-0.022083689,-0.065485105,-0.10761639,0.61715806,0.5735349,-0.037501704,0.05123866,-0.16892542,0.15585566,-0.44751713
5,-0.013884415,-0.29394135,0.01177427,-0.034242257,-0.0010855928,0.019383974,-0.003850814,0.009841546,0.019908069,-0.014621541,0.004061336,0.0014001381,-0.0010915934,-0.0035616467,0.45941335,0.2590378,0.095304266,-0.22819087,-0.28356445,0.011416072,0.1662511,0.0136106415,-0.1637779
6,-0.004411319,-0.024598232,0.012021516,-0.016334515,0.016360966,-0.022075148,0.04837491,-0.024664909,-0.12774374,0.0015825996,-0.03351437,0.0013759951,0.011899269,0.008420085,-0.09621318,0.06585488,-0.4993265,-0.65893066,0.14283475,-0.009471703,-0.2833278,-0.05254089,-0.23449613
7,-0.0009500575,-0.39843643,0.054541335,-0.057750616,0.034371875,0.017665481,-0.009379613,-0.027130218,0.021928042,-0.034063786,0.0031381326,-0.0014714528,-0.007915825,0.0020801087,-0.44662273,-0.046567723,0.20888987,-0.2525976,0.009313178,0.040428948,0.51009434,0.18331721,-0.29175898
8,0.003473565,0.093408786,-0.2619314,-0.11943067,-0.0034657188,0.04681427,0.03213436,0.051428147,0.0069556898,-0.0050299945,-0.025346117,-0.007901883,0.0013195174,-0.0004276778,0.12313707,0.05747045,-0.44615415,0.28610152,0.17947091,0.06581939,0.53334224,0.22663727,-0.34546944
9,0.005976577,0.029937958,-0.093579344,0.007976935,-0.01924026,-0.16516648,-0.24344988,-0.031911977,-0.04111089,0.014042272,0.11923634,-0.005551433,0.02582845,-0.01558033,-0.04979358,-0.06856977,0.54127824,0.502646,-0.08175602,0.05010214,-0.18818137,0.16179642,-0.48268917
10,-0.019385006,0.07115382,-0.066384844,0.02696265,0.011167687,-0.046353262,-0.043759473,0.04186909,0.063834295,-0.012789653,0.06388001,0.00920446,0.012017792,0.00984229,-0.13549672,-0.0033586428,-0.5463819,-0.61387545,0.116864525,-0.0085695265,-0.291429,-0.0871347,-0.24191098
