,0
0,15.0
1,14.0
2,14.0
3,9.0
4,2.0
5,8.0
6,2.0
7,8.0
8,2.0
9,8.0
10,2.0
11,21.0
12,19.0
13,20.0
14,11.0
15,21.0
16,20.0
17,20.0
18,18.0
19,21.0
20,20.0
21,21.0
22,20.0
23,20.0
24,18.0
25,2.0
26,21.0
27,20.0
28,18.0
29,20.0
30,20.0
31,16.0
32,2.0
33,16.0
34,8.0
35,9.0
36,3.0
37,16.0
38,16.0
39,16.0
40,21.0
41,4.0
42,4.0
43,4.0
44,20.0
45,18.0
46,4.0
47,18.0
48,19.0
49,9.0
50,18.0
51,6.0
52,18.0
53,6.0
54,1.0
55,4.0
56,22.0
57,4.0
58,8.0
59,22.0
60,9.0
61,9.0
62,10.0
63,22.0
64,11.0
65,12.0
66,19.0
67,12.0
68,19.0
69,2.0
70,4.0
71,16.0
72,19.0
73,5.0
74,19.0
75,5.0
76,19.0
77,19.0
78,19.0
79,11.0
80,5.0
81,5.0
82,19.0
83,17.0
84,5.0
85,5.0
86,22.0
87,17.0
88,11.0
89,11.0
90,10.0
91,17.0
92,5.0
93,17.0
94,11.0
95,19.0
96,22.0
97,18.0
98,4.0
99,9.0
100,11.0
101,6.0
102,5.0
103,19.0
104,10.0
105,10.0
106,9.0
107,11.0
108,9.0
109,8.0
110,9.0
111,5.0
112,20.0
113,5.0
114,8.0
115,5.0
116,10.0
117,9.0
118,20.0
119,3.0
120,9.0
121,22.0
122,9.0
123,11.0
124,22.0
125,8.0
126,10.0
127,6.0
128,11.0
129,11.0
130,22.0
131,11.0
132,9.0
133,11.0
134,11.0
135,19.0
136,11.0
137,18.0
138,6.0
139,22.0
140,18.0
141,22.0
142,20.0
143,12.0
144,3.0
145,2.0
146,2.0
147,9.0
148,22.0
149,22.0
150,3.0
151,15.0
152,4.0
153,6.0
154,6.0
155,22.0
156,0.0
157,22.0
158,22.0
159,22.0
160,16.0
161,0.0
162,11.0
163,2.0
164,20.0
165,18.0
166,9.0
167,22.0
168,6.0
169,11.0
170,6.0
171,22.0
172,6.0
173,6.0
174,12.0
175,22.0
176,0.0
177,18.0
178,11.0
179,16.0
180,9.0
181,11.0
182,18.0
183,22.0
184,22.0
185,22.0
186,9.0
187,22.0
188,3.0
189,9.0
190,9.0
191,15.0
192,22.0
193,6.0
194,16.0
195,0.0
196,20.0
197,18.0
198,5.0
199,13.0
200,22.0
201,0.0
202,16.0
203,15.0
204,11.0
205,0.0
206,9.0
207,4.0
208,20.0
209,0.0
210,2.0
211,1.0
212,9.0
213,2.0
214,9.0
215,11.0
