,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,-0.015085936,-0.0022711558,-0.0050219563,-0.0073046577,0.0072803036,-0.019320756,0.008007062,0.017195482,-0.037090812,-0.53210896,-0.38353533,0.55646133,0.011826826,0.09494086,0.38546613
1,0.020248532,0.0013522451,0.00033825898,-0.008867043,0.0026377458,0.016050996,-0.0011474084,-0.0008422945,0.22027521,0.09930175,0.02143948,-0.30027732,0.058197983,0.3661336,0.84178597
2,-0.021295907,-0.0007294034,-0.0030324922,0.026686748,-0.007564654,-0.016767086,-0.0002139213,-0.0028679501,-0.7763496,0.047720056,0.3013595,-0.08377299,0.034735657,0.19330691,0.4717665
3,-0.2763725,0.27066463,-0.033721227,-0.13360871,-0.18088871,-0.1128895,0.16695766,0.21494919,-0.017436257,0.072143,0.022604194,0.008157523,0.027955286,-0.41800818,0.14373486
4,0.014126416,0.0041340673,-0.0016250154,0.00400073,-0.0016247717,-0.0034752593,0.0043601226,-0.001869129,0.4042998,0.4233737,0.11362347,0.65718454,0.023637442,0.11547181,0.38705823
5,0.02956348,-0.034028895,0.06994446,-0.010214546,-0.22602499,-0.053518496,0.093835205,-0.39776653,0.072398156,-0.23544796,-0.10677175,-0.034102105,0.03408882,-0.44459435,0.21924476
6,0.0062141498,0.03758718,-0.03959071,0.11728431,0.4556133,0.017841246,-0.066814564,-0.09426131,0.030725649,0.08490881,0.044617623,-0.098267645,0.03486514,-0.48230588,0.20137951
7,0.020011568,0.008208468,0.00011342841,-0.005033816,0.001226843,0.013811311,0.013821184,0.022501383,-0.5166018,-0.37554553,-0.19678263,0.56520504,0.016524492,0.101634376,0.40422118
8,0.020112325,-0.19431438,-0.20017746,0.1001883,-0.16126426,-0.17225718,0.033959284,-0.20525312,0.068569645,0.16065258,0.06492479,-0.2313125,0.034339137,-0.42282715,0.2275199
9,-0.010206898,0.020587549,0.035946265,0.0046258112,0.036380615,0.035947807,-0.002967407,0.019109484,0.3251768,-0.58536863,0.070093706,-0.27639747,0.024918126,-0.15271372,0.25946274
10,0.028731318,0.006456072,0.0028989005,-0.006653588,0.0029520616,0.009264462,0.011409678,0.009810779,0.089445956,0.298398,0.0798496,0.76706886,0.027265733,0.13829404,0.47815794
11,0.006250475,0.01704266,0.012282266,0.0071291844,0.01963263,0.013284114,-0.017850626,0.035159484,0.0070589236,0.21835966,-0.56504613,-0.5972966,0.014523385,0.016221179,0.2671746
12,0.12791993,0.005105063,-0.31593138,0.053226836,-0.107660994,0.20138238,-0.11810794,0.21609712,-0.02426622,0.04469857,0.016681295,0.044551376,0.02949483,-0.46273828,0.14532094
13,0.0057665994,0.0029182169,0.002695078,-0.0028674512,-0.019994736,-0.007840285,0.0056968457,-0.01694569,-0.041472405,0.014658461,-0.1707714,-0.06786076,-0.9350957,-0.06696951,0.13509789
14,0.0058256686,-0.11464406,0.3278179,-0.15977389,0.02450473,0.083707266,-0.0674567,0.30403158,0.01254381,0.018347166,0.007498477,-0.037336346,0.031796843,-0.46712673,0.18453541
