,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,-0.000235776,0.0012482635,-0.0029054407,0.00022741125,0.0047564744,0.0022505408,0.002095284,-0.00069779734,-0.9432196,0.099382795,-0.0021228506,-0.0018523639,0.00015309868,-0.013430498,0.00017417799
1,-0.11300277,0.14221258,0.055910572,0.011106018,-0.079775035,-0.011151331,0.117141604,0.0435719,0.09285898,-0.1319266,-0.10886713,-0.29350406,-0.06154383,-0.29355603,-0.019942626
2,-0.015286268,-0.010137623,-0.18969308,0.006475505,-0.25070164,-0.033125523,-0.0941071,-0.04424661,0.06451162,-0.36851367,0.03663189,-0.05977829,-0.04319082,0.31467265,0.013998794
3,0.0034252596,0.024343953,-0.022634333,-0.0118476525,0.09184256,-0.089162074,0.036351513,0.09482909,0.14069682,0.16978517,0.006826772,0.121248566,-0.057546217,-0.11429032,0.06315002
4,-0.08645014,-0.030910257,0.058535554,0.0064810948,0.23538026,0.017075919,0.18763988,-0.07763931,0.037387654,0.31204557,0.080519885,0.14325517,-0.034857124,0.34154066,0.000198547
5,0.048324853,-0.01416463,-0.11823699,0.007776305,-0.0058632838,-0.10050735,0.14318933,-0.09592273,0.078162506,-0.027090268,0.08152549,-0.056941517,-0.03229591,-0.5338894,-0.02209146
6,-0.056796998,-0.14099877,0.11351797,0.015322297,0.10209475,0.047140744,-0.35544187,-0.056472246,0.058200985,0.1370644,0.032866094,0.17246935,-0.056749906,-0.18134527,0.020143367
7,0.00032669888,-0.0029873943,-0.0034906967,-0.0004890922,-0.006577258,0.0034055035,0.00044836785,0.0007515459,0.93711764,-0.11328673,-0.003013858,0.0033759905,0.0077293785,0.00614994,-0.0017538059
8,0.02663487,-0.012906795,0.057711057,-0.009704912,-0.17285576,0.21499822,-0.117646754,0.03200632,0.02910458,-0.27410156,0.012734337,-0.0750316,-0.12892444,-0.35032,0.013010316
9,0.038089618,-0.024967782,0.14030063,0.009658955,-0.21073915,-0.063878976,-0.1705109,0.044620436,-0.12131396,-0.27757218,-0.11965734,0.21670154,0.048349723,0.30314067,0.011442213
10,0.0024340882,-0.007147427,0.042090073,0.0020780799,0.29684186,-0.060294475,-0.0395613,0.018002495,-0.019058118,0.4167786,0.029173221,-0.09297284,0.15460606,-0.23906372,-0.017130552
11,0.044758778,0.016215665,-0.033656634,-0.0072267917,0.09689828,0.047047194,-0.07436291,-0.04199151,0.006338176,0.12249383,-0.06040363,0.06595315,0.0021159244,0.65539056,-0.0028453968
12,-0.12237682,0.043760154,-0.0230516,-0.029968053,-0.027090188,-0.18484397,-0.18675889,0.2138787,-0.08479538,-0.030754805,0.19138889,-0.09713684,0.11027829,0.21134853,-0.03427028
13,0.18933111,0.044037726,0.042362854,0.003160888,0.08367149,-0.1955262,0.02945017,-0.082733355,-0.033421658,0.11770042,-0.18507239,-0.27311796,-0.043546386,0.06940262,0.013342004
14,-0.010251109,0.042946268,-0.023997884,-0.013389828,-0.16739254,0.0528614,0.2730705,0.040605646,-0.09903893,-0.23518075,0.047075313,0.24335723,0.032685056,0.40486687,-0.0022710587
