,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
0,-0.009681608,-0.01793341,-0.0030107272,0.0059436583,0.004801238,-0.018369513,-0.014310053,0.013040262,-0.006051845,0.005067384,-0.046706498,0.008749617,-0.00033117848,-0.004470961,0.00024807532,0.018537717,-0.31095967,0.36474836,0.0042583207,0.04572431,0.6092599,0.2174679,0.35227987
1,-0.06812278,-0.07994535,0.031184701,-0.20940274,0.047182206,0.07159414,-0.02003197,-0.024441885,0.09905709,-0.08679457,-0.02513746,0.019156955,0.0139107825,0.0045907493,0.0019396483,0.0060653356,-0.009128971,0.027999384,-0.16313146,0.042424854,-0.55429536,0.19337712,0.73056483
2,0.03235047,0.10594519,-0.07533166,0.020085827,-0.12485455,0.00043981365,-0.015582463,-0.13093002,0.1338115,0.08004974,-0.117329516,-0.00472988,0.006197306,0.0028373525,0.0076482273,-0.017742764,0.011543736,0.0034846344,0.017385492,-0.87411284,0.038377922,-0.0067677726,0.105855264
3,-0.03315444,-0.06393675,-0.05348857,-0.01600012,-0.0028989585,-0.02785937,-0.022379564,-0.03796871,-0.03622524,0.006780734,0.038783178,-0.017183771,-0.0049275495,0.030996898,-0.0075807017,-0.10445317,0.20123942,0.47012666,0.4788611,0.00699609,0.08679859,-0.38925463,0.4001468
4,-0.1844986,0.018496761,0.17884466,0.16128446,0.0155545175,0.028586596,-0.0075405263,-0.047212932,-0.04705137,0.04947534,0.0045160167,0.08850614,-0.0034981326,0.032452293,0.00044048854,-0.0095979795,0.44221762,-0.28523108,-0.17027861,0.06609797,0.5464198,0.23262446,0.3524594
5,0.025649028,0.023980392,0.019172408,0.011353222,0.009248884,0.04734603,0.009379146,-0.03962167,-0.014716057,-0.008170226,0.016107177,0.003378626,0.0006254496,0.033602722,0.009703966,0.12932934,0.041286707,0.43116727,0.7275897,0.012028194,0.19211043,-0.056565642,0.25738415
6,0.08884767,0.12133177,-0.01771408,0.28065705,-0.057917025,-0.08435619,0.05986718,0.052932937,-0.1605902,0.12316977,0.07605207,-0.013251435,0.00199396,-0.008258254,0.011667701,0.00063420396,-0.009182077,0.02587722,-0.15456219,0.04015821,-0.5243721,0.18296409,0.6911095
7,-0.00048790916,0.039996557,0.016828066,0.04717343,0.022361178,-0.009445716,0.036956307,0.016717447,-0.036071487,0.041238267,0.013607041,0.007145375,0.006656971,-0.00051660184,0.011783478,0.0063628885,-0.009961187,0.028886734,-0.16900934,0.043902315,-0.57343715,0.2001156,0.7559136
8,0.2349699,-0.021122985,-0.1904662,-0.1770126,-0.03746465,-0.022859516,0.02214289,0.03409421,0.057348076,-0.057683863,0.08880722,-0.06120718,-0.005003247,0.011421817,-0.0009062706,-0.011563418,0.43314666,-0.2917039,-0.16574979,0.06434937,0.5256337,0.22496845,0.34095034
9,-0.00072444725,0.00032144302,-0.001909365,-0.019036291,-0.0026708297,0.0058477474,-0.009030846,-0.006986162,0.012744408,-0.047276482,-0.015777962,-0.00629436,0.0036502024,-0.012099957,0.01870073,0.01697863,-0.61845684,-0.5475307,0.058489915,0.05086921,-0.16550471,0.15432213,0.4500218
10,-0.050646566,-0.20674539,0.067041,-0.02088618,0.16975279,-0.0032540387,0.053668488,0.16881439,-0.19164997,-0.11382622,0.1707229,-0.005922104,-0.009043745,-0.002993419,-0.010932487,0.007464458,-0.007045418,-0.014162534,0.00085693656,-0.8375594,0.037461463,0.0035326919,0.08931957
11,-0.015470747,-0.024115348,-0.027478794,-0.020414686,-0.0009016506,-0.009321586,-0.021643603,-0.020243635,-0.013982235,-0.005057388,-0.0013437379,-0.01286462,0.0010857134,-0.0047317715,-0.008838032,-0.0357892,0.50745726,0.65359676,-0.14272039,-0.010138558,-0.28101605,-0.06302771,0.24244364
12,0.011003818,0.000645466,0.002910845,0.023396071,-0.0057673603,-0.012753324,0.012011887,-0.012016475,-0.01634172,-0.008588825,0.03396563,0.023753336,0.009430157,0.03262025,6.039086e-05,-0.027197631,0.38015127,-0.19096798,-0.16893345,0.07214244,0.65464914,0.26862335,0.40872875
