,0
0,1.0
1,6.0
2,14.0
3,13.0
4,4.0
5,3.0
6,2.0
7,8.0
8,20.0
9,6.0
10,9.0
11,18.0
12,6.0
13,22.0
14,11.0
15,22.0
16,4.0
17,14.0
18,6.0
19,14.0
20,0.0
21,19.0
22,17.0
23,4.0
24,19.0
25,19.0
26,19.0
27,18.0
28,1.0
29,18.0
30,4.0
31,19.0
32,4.0
33,22.0
34,19.0
35,14.0
36,2.0
37,19.0
38,22.0
39,19.0
40,22.0
41,2.0
42,14.0
43,2.0
44,19.0
45,22.0
46,10.0
47,5.0
48,22.0
49,19.0
50,22.0
51,22.0
52,7.0
53,5.0
54,22.0
55,22.0
56,14.0
57,22.0
58,16.0
59,22.0
60,22.0
61,22.0
62,22.0
63,22.0
64,4.0
65,0.0
66,6.0
67,6.0
68,6.0
69,6.0
70,6.0
71,8.0
72,6.0
73,3.0
74,0.0
75,0.0
76,11.0
77,10.0
78,16.0
79,9.0
80,0.0
81,0.0
82,0.0
83,6.0
84,20.0
85,6.0
86,8.0
87,6.0
88,9.0
89,9.0
90,21.0
91,0.0
92,9.0
93,6.0
94,9.0
95,16.0
96,15.0
97,5.0
98,6.0
99,8.0
100,13.0
101,6.0
102,6.0
103,20.0
104,6.0
105,9.0
106,6.0
107,6.0
108,6.0
109,11.0
110,6.0
111,6.0
112,5.0
113,0.0
114,6.0
115,0.0
116,13.0
117,6.0
118,6.0
119,9.0
120,6.0
121,6.0
122,7.0
123,6.0
124,6.0
125,9.0
126,6.0
127,0.0
128,0.0
129,6.0
130,4.0
131,6.0
132,6.0
133,6.0
134,6.0
135,9.0
136,0.0
137,0.0
138,6.0
139,6.0
140,15.0
141,6.0
142,6.0
143,16.0
144,9.0
145,16.0
146,5.0
147,6.0
148,17.0
149,6.0
150,6.0
151,6.0
152,6.0
153,21.0
154,6.0
155,6.0
156,4.0
157,5.0
158,6.0
159,0.0
160,0.0
161,5.0
162,6.0
163,6.0
164,4.0
165,9.0
166,6.0
167,6.0
168,6.0
169,6.0
170,6.0
171,0.0
172,4.0
173,9.0
174,8.0
175,6.0
176,6.0
177,6.0
178,9.0
179,6.0
180,0.0
181,6.0
182,0.0
183,5.0
184,11.0
185,6.0
186,6.0
187,9.0
188,6.0
189,6.0
190,5.0
191,0.0
192,11.0
193,15.0
194,6.0
195,21.0
196,9.0
197,6.0
198,17.0
199,4.0
200,6.0
201,6.0
202,3.0
203,9.0
204,16.0
205,6.0
206,5.0
207,6.0
208,4.0
209,11.0
210,16.0
211,6.0
212,9.0
213,6.0
214,8.0
215,6.0
216,12.0
217,6.0
218,6.0
219,9.0
220,11.0
221,20.0
222,6.0
223,9.0
224,6.0
225,17.0
226,0.0
227,6.0
228,9.0
229,13.0
230,9.0
231,6.0
232,5.0
233,6.0
234,6.0
235,11.0
236,1.0
237,6.0
238,20.0
239,6.0
240,0.0
241,6.0
242,11.0
243,0.0
244,6.0
245,21.0
246,6.0
247,0.0
248,6.0
249,6.0
250,16.0
251,6.0
252,6.0
253,6.0
254,9.0
255,9.0
256,0.0
257,6.0
258,6.0
259,6.0
260,6.0
261,6.0
262,9.0
263,9.0
264,4.0
265,9.0
266,10.0
267,9.0
268,6.0
269,3.0
270,6.0
271,5.0
272,5.0
273,6.0
274,6.0
275,8.0
276,15.0
277,6.0
278,6.0
279,16.0
280,4.0
281,6.0
282,9.0
283,6.0
284,6.0
285,11.0
286,0.0
287,6.0
288,6.0
289,4.0
290,9.0
291,11.0
292,4.0
293,6.0
294,20.0
295,0.0
296,6.0
297,5.0
298,6.0
299,0.0
300,12.0
301,15.0
302,6.0
303,6.0
304,6.0
305,6.0
306,0.0
307,9.0
308,11.0
309,6.0
310,6.0
311,11.0
312,11.0
313,6.0
314,9.0
315,6.0
316,0.0
317,6.0
318,6.0
319,6.0
320,6.0
321,6.0
322,2.0
323,6.0
324,4.0
325,16.0
326,0.0
327,6.0
328,16.0
329,21.0
330,15.0
331,15.0
332,6.0
333,6.0
334,6.0
335,0.0
336,6.0
337,6.0
338,6.0
339,6.0
340,16.0
341,9.0
342,5.0
343,6.0
344,4.0
345,0.0
346,6.0
347,6.0
348,9.0
349,6.0
350,3.0
351,11.0
352,6.0
353,16.0
354,6.0
355,6.0
356,6.0
357,6.0
358,15.0
359,6.0
360,5.0
361,6.0
362,9.0
363,5.0
364,6.0
365,4.0
366,5.0
367,9.0
368,6.0
369,6.0
370,6.0
371,6.0
372,12.0
373,8.0
374,4.0
375,13.0
376,6.0
377,6.0
378,6.0
379,9.0
380,6.0
381,6.0
382,9.0
383,20.0
384,4.0
385,0.0
386,7.0
387,6.0
388,15.0
389,6.0
390,9.0
391,6.0
392,16.0
393,6.0
394,9.0
395,6.0
396,6.0
397,9.0
398,1.0
399,2.0
400,4.0
401,6.0
402,0.0
403,6.0
404,6.0
405,20.0
406,6.0
407,6.0
408,6.0
409,6.0
410,13.0
411,5.0
412,6.0
413,21.0
414,0.0
415,6.0
416,6.0
417,6.0
418,9.0
419,0.0
420,16.0
421,0.0
422,6.0
423,15.0
424,6.0
425,9.0
426,0.0
