,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,-0.03249132,0.093331836,-0.004274001,-0.17000517,-0.0069805635,0.022157384,-0.21258773,-0.07551541,0.083630756,0.08090252,-0.017100977,0.13163199,-0.1369753,0.45019257,0.00029069826
1,-0.018870445,0.18320818,0.06260532,-0.2953463,-0.0015614396,-0.11306647,0.17867568,0.012474528,0.093543604,-0.11425641,0.023265537,-0.100128144,-0.21505931,0.001977183,-0.029819012
2,0.23273987,-0.027942436,0.021536306,0.17712028,0.0038584098,-0.0088220285,0.1511765,0.0656896,-0.3950657,-0.056070596,0.012594376,0.011163134,-0.06679042,0.04274394,-0.008326094
3,0.19696108,0.0012028252,-0.056560468,0.3397223,-0.043887164,-0.15278612,-0.098736964,-0.05441134,0.07782558,-0.14082421,-0.009102811,-0.10109456,-0.048264474,-0.05591077,-0.044375412
4,0.15592818,0.032489143,-0.18618432,-0.11509046,-0.0026455966,0.014225238,0.13727425,0.04611886,0.19835125,0.20701,0.0009488963,0.030035859,0.059203994,0.29888,-0.0028421073
5,0.064929605,0.11773031,0.0071613747,0.111179546,-0.020395136,0.24332835,0.1270645,0.21101461,0.084251896,0.10080776,0.1586629,-0.15614657,-0.10849921,0.06712526,-0.04433774
6,-0.07918346,0.11890482,0.07141459,-0.27678344,-0.0019593656,0.024072064,-0.05516682,0.0055801133,-0.35395554,-0.028749585,0.013786841,-0.05437111,-0.0010814726,-0.3153995,-0.003246985
7,-0.033291806,0.055512015,-0.16811644,0.11540078,-0.002289194,0.025648108,0.075572744,0.05039718,0.09118975,0.066556394,0.004329907,0.04704179,-0.058520813,-0.49780717,0.0032634565
8,0.10825839,-0.13474314,-0.06728441,-0.16901173,0.013155673,0.081480145,-0.083318695,-0.16661991,-0.32517877,-0.10924621,-0.062482458,0.15872988,0.05858824,0.041852146,0.00477518
9,-0.2230317,-0.1098765,0.0043764086,0.3010168,-0.0012501539,0.044222694,-0.05878974,-0.019539703,-0.22217682,-0.10662806,0.01256355,0.04320819,0.11201138,0.25990614,0.0063735903
10,0.011755065,-0.06889566,0.054440174,-0.012544593,-0.0007101885,0.0057172203,0.1278492,0.015055086,-0.05424221,0.009040014,0.007650129,0.018590456,0.023173051,0.6402845,0.0032058768
11,0.008612398,-0.023145884,0.38679656,-0.075093545,-0.0019165152,-0.006120077,-0.077779666,0.042051252,0.17765492,-0.16674556,-0.014566492,-0.019717982,0.119469315,-0.22085105,0.04201511
12,0.04075747,-0.084873125,0.0347275,-0.07497949,-0.005264106,0.003018105,-0.12025439,-0.11767749,-0.0018219623,0.055755705,-0.025786292,-0.0521783,0.014342479,-0.58848256,0.008327619
13,-0.1585629,-0.10203215,-0.073940784,-0.179984,0.06450022,0.041705765,0.017306896,-0.019460594,0.19133028,-0.11089519,-0.05644061,-0.03412453,0.3255573,0.042706043,-0.016360573
14,-0.1694879,-0.09366599,-0.05581061,0.26491547,0.0131667685,-0.11937755,-0.17323847,0.10690874,0.1829127,0.10603341,0.020540576,-0.0063855792,-0.07514677,0.26903963,0.037926823
