,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
0,-0.0011396344,-0.0007101444,-0.00013276102,0.80596215,-0.0016206302,0.0019253559,-0.00033722512,-0.001825847,-0.0022811312,-5.46754e-05,0.0013187262,6.4133135e-05,0.009403114,0.00024029882,0.0008361522,0.00039166337,-0.48140767,0.055598106,-0.0006068948,-0.0025989814,-0.0006423908,-0.00059501105,0.0012290836
1,-0.043808,0.002280439,-0.0026975158,-0.017274808,0.004407666,-0.016752526,0.034913164,0.036558554,-0.026537674,-0.015303995,0.024197524,0.013704286,0.17923939,0.013667421,0.07081377,-0.06919134,-0.03324769,0.25056654,0.01618481,-0.07199224,-0.0068718083,-0.44104397,-0.0021844897
2,0.029869808,0.0039075734,0.009219656,0.01767404,-0.17640705,0.029675141,-0.042880677,0.048494603,-0.026661145,0.010839385,0.027341139,0.000297705,-0.18105452,0.005814438,0.13447215,0.033364125,-0.1906072,-0.22881839,-0.023626102,-0.16145828,-0.027871521,-0.28062573,-0.008188423
3,0.12170543,0.0035537782,0.022925068,-0.000830493,-0.13903178,-0.02575422,-0.0272485,0.018586347,-0.0058407257,-0.016130652,-0.04745268,0.018162614,0.22791758,-0.040667504,-0.11721137,-0.017927444,0.013988226,0.30961436,-0.0069264947,0.08959887,0.002005469,0.3062729,-0.0067364587
4,-0.88671434,0.00054764264,-0.00031227493,0.25830317,-0.004900008,-0.001298885,-0.0005572719,-0.003351186,-9.647657e-05,0.0016631696,0.00013758944,0.00016942457,0.0035618457,0.00031967435,-6.644689e-05,-0.00071472506,-0.19041458,0.024348015,-0.00016203299,-0.0020011165,0.0022010866,-0.001456464,0.0004895474
5,-0.109565906,-0.022886975,-0.005153572,-0.082280636,-0.18484445,0.078882694,-0.11091679,0.09659945,-0.03318534,-0.008857189,0.03763183,-0.010987636,0.03347902,0.08865605,-0.055766832,-0.109852426,0.05429637,0.0409887,-0.23326659,0.07097781,0.09156802,0.0849886,-0.0022037316
6,-0.0042960537,-0.0009907185,-0.005693315,0.021250717,0.15489462,-0.02545353,-0.053379335,-0.13523787,0.013042638,-0.016777378,-0.11063382,0.010208329,0.073614195,-0.0013034604,-0.3279965,-0.03848599,-0.003347012,0.07735559,-0.08210811,-0.009707021,0.031836055,-0.27742785,-0.01679981
7,0.097850285,-0.0028076356,0.07933117,-0.047331426,0.09798406,0.1024803,0.10426288,0.09702368,-0.02887141,-0.08168139,-0.09568445,-0.004096033,0.20649023,-0.056335572,0.04419749,0.07925759,0.13039254,0.2733319,0.08159442,-0.03563317,0.10042266,0.10604614,0.013165951
8,0.07314864,-0.0018516744,-4.505894e-05,0.07634715,0.22901838,-0.007366144,0.059079543,-0.1450303,-0.040983185,0.1360905,0.24680403,-0.0124593405,-0.016098075,0.12529272,0.0844219,-0.014406772,-0.10113418,-0.027738703,0.09033146,0.06779218,0.0635591,0.048276745,0.022251504
9,0.011610151,0.0056100553,0.0046412833,0.017999822,-0.08227652,-0.025468279,0.016064512,-0.01898584,-0.00866287,0.0071985195,0.006117383,-0.006071954,0.028776504,-0.0046809516,-0.028396655,-0.013363108,0.44588518,-0.008675053,0.0005489319,-0.042090192,0.009057383,-0.11997227,-0.0022383651
