,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
0,47.29353352613517,0.4534670074262616,23.709410404240256,7.814254187003939,639.9946332439912,185.63248828552386,4.5674519223782306e-05,0.006597891913326372,2.076114510171923e-06,0.02578118998731494,0.0001432519012018627,0.12655163608203973,0.00026366654279183423,6.643566432550153e-05,8.304458040687692e-06,0.005345994863692702,0.0006581282997244996,0.00010172961099842423,0.0009321754150671934,0.0,0.0,0.0014221384394677674,340.64260311541744,300.19235823771095,0.1811293440100978,0.18104688074175437,0.05866078157406851,0.05867168117524696,0.7862215961588604,0.021487473763109312,0.026882319601220724,234.92916297291293,187.53069846720464,0.748045587323018,0.03163294710679056,0.6155370804433516,0.0063296786797575385,0.181201343661301,0.18090753193582018,0.0592245297081605,0.05842524638288881
1,2.0,1.0,17.0,2.0,693375640.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,3.0,0.79,0.67,0.21,0.33,0.05,0.39,0.0,255.0,3.0,0.01,0.09,0.22,0.0,0.18,0.67,0.05,0.33
2,324.3125,1.0,19.0,9.0,0.0,5150380.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.125,1.125,0.0,0.0,0.0,0.0,1.0,0.0,0.0,25.3125,13.375,0.953125,0.00125,0.9375,0.0,0.046875,0.05375,0.0,0.0
3,5051.677966101695,1.0,20.11864406779661,8.983050847457626,5134226.491525424,0.0,0.0,0.0,0.0,2.711864406779661,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0169491525423728,1.4576271186440677,0.01694915254237288,0.019322033898305085,0.0,0.0,0.9915254237288136,0.01694915254237288,0.0576271186440678,31.593220338983052,35.05084745762712,0.8908474576271187,0.02338983050847458,0.9332203389830509,0.10440677966101697,0.010847457627118643,0.024237288135593223,0.0023728813559322037,0.00033898305084745765
4,103.25,1.0,19.0,8.791666666666666,2203585.6666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7083333333333333,1.625,0.0,0.0,0.041666666666666664,0.041666666666666664,0.9654166666666667,0.06958333333333333,0.0,115.16666666666667,59.041666666666664,0.33708333333333323,0.06875000000000002,0.3370833333333332,0.029583333333333333,0.03916666666666666,0.0,0.01625,0.0008333333333333334
5,83.0,1.0,57.0,9.0,675.6,2466058.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,139.6,31.2,0.194,0.046,0.013999999999999999,0.13,0.0,0.0,0.0,0.0
6,32.54545454545455,1.0,46.90909090909091,9.0,505.90909090909093,974204.7272727273,0.0,0.0,0.0,0.0,0.0,0.8181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0909090909090908,0.0,0.0,0.0,0.0,1.0,0.0,0.09090909090909091,143.8181818181818,42.45454545454545,0.4472727272727272,0.01818181818181818,0.2763636363636363,0.0,0.0,0.0,0.0009090909090909091,0.0
7,0.2599231754161332,1.0,22.041399914639353,8.820315834400342,57394.80495091763,7888.491677336748,0.0,0.0,0.0,1.8373879641485276,0.0,0.9880495091762698,0.9052496798975672,0.0,0.0,0.009389671361502348,0.0,0.0,0.0,0.0,0.0,0.0,3.6547161758429363,3.9107981220657275,0.003930857874519847,0.0041229193341869395,0.03548442168160476,0.08738369611609087,0.9984720443875373,0.002317541613316261,0.11266752027315365,201.78361075544174,198.61886470337174,0.9619120785317972,0.004502774221084074,0.030345710627400966,0.0010926163038839092,0.0026675202731540545,0.0028937259923175218,0.046359368331199816,0.04601365770379898
8,45.0,1.0,57.0,9.0,588.3333333333334,1761597.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,136.0,33.0,0.26333333333333336,0.03333333333333333,0.01,0.02666666666666667,0.0,0.0,0.0,0.0
9,800.2794117647059,1.0,38.470588235294116,8.897058823529411,493.27941176470586,243287.39705882352,0.0,0.0,0.0,0.029411764705882353,0.0,0.9852941176470589,24.294117647058822,0.029411764705882353,0.058823529411764705,27.205882352941178,0.14705882352941177,0.0,0.20588235294117646,0.0,0.0,0.0,3.411764705882353,4.926470588235294,0.0,0.0,0.014705882352941176,0.01632352941176471,0.9926470588235294,0.014705882352941176,0.037941176470588235,113.02941176470588,140.27941176470588,0.6042647058823528,0.04058823529411765,0.05308823529411762,0.028970588235294123,0.012205882352941178,0.01632352941176471,0.022058823529411766,0.028970588235294116
10,2376.0,1.0,39.5,9.0,980.5,3884161.0,0.0,0.0,0.0,0.0,1.5,1.0,9.0,0.5,1.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,193.0,128.5,0.505,0.01,0.005,0.005,0.0,0.0,0.385,0.0
