,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118
0,39.931064943773855,46.65746543897658,48.9713904363974,0.00014185494686887445,0.018821572268647477,0.0,0.0009285051067780873,0.00042556484060662334,0.11374187558031569,3.8687712782420303e-05,0.0,1.2895904260806768e-05,0.016364902506963788,0.0001998865160425049,1.2895904260806768e-05,0.00020633446817290828,0.0,0.0,3.8687712782420303e-05,137.62382002476014,11.305362116991644,0.5621761193644884,0.5618165815536987,0.1815050809862788,0.18113683844011144,0.3384250232125842,0.06352761013104288,0.03847318941504263,227.79492933044466,60.28989992778293,0.2606541447436462,0.08469456050749768,0.07267615805221278,0.013775727329000514,0.561874032807167,0.5614899282987637,0.1818128417414626,0.17914854792117915,0.01661637264004952,0.863155111936449,0.12022851542350149,7.092747343443722e-05,3.223976065201692e-05,0.0005932115959971113,0.0021149282987723097,0.0006834829258227586,0.000689930877953162,0.000805994016300423,0.0006254513566491283,0.0006641390694315485,0.0007479624471267925,0.0007479624471267925,0.03777210357990302,0.000722170638605179,0.010587537398122356,0.002417982048901269,0.0006576911173011451,0.000638347260909935,0.004294336118848653,0.0007673063035180027,0.01586841019292273,0.0007544103992571959,0.0006705870215619519,0.12716651191581554,0.000638347260909935,0.0,0.0007350665428659857,0.0007415144949963891,0.0006834829258227586,0.0006318993087795316,0.0006512431651707418,0.0006576911173011451,0.0006576911173011451,0.000689930877953162,0.0006318993087795316,0.000638347260909935,0.0006576911173011451,0.000689930877953162,0.0006125554523883214,0.0006770349736923553,0.0006963788300835655,0.0024502218095532858,0.035276746105436914,6.447952130403384e-06,0.0006512431651707418,0.0010252243887341381,0.0006963788300835655,0.7147297018466935,6.447952130403384e-06,0.0007737542556484061,0.0007157226864747756,0.000722170638605179,0.009562313009388219,0.0007092747343443722,0.0006705870215619519,0.000689930877953162,0.0006705870215619519,0.0007415144949963891,0.0017409470752089136,6.447952130403384e-06,4.513566491282369e-05,0.0010123284844733313,9.027132982564737e-05,0.0034689982461570206,0.0006770349736923553,0.0006834829258227586,0.0006834829258227586,0.0007092747343443722,5.158361704322707e-05,0.17328871350459094,0.003675332714329929,6.447952130403384e-05,0.004552254204064789,0.5610169710100072,4.513566491282369e-05,7.092747343443722e-05,2.5791808521613536e-05,0.25651887960383785,0.000689930877953162
1,2.0,693375640.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,3.0,0.79,0.67,0.21,0.33,0.05,0.39,0.0,255.0,3.0,0.01,0.09,0.22,0.0,0.18,0.67,0.05,0.33,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,324.3125,0.0,5150380.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.125,1.125,0.0,0.0,0.0,0.0,1.0,0.0,0.0,25.3125,13.375,0.953125,0.00125,0.9375,0.0,0.046875,0.05375,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3,5051.677966101695,5134226.491525424,0.0,0.0,0.0,0.0,2.711864406779661,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0169491525423728,1.4576271186440677,0.01694915254237288,0.019322033898305085,0.0,0.0,0.9915254237288136,0.01694915254237288,0.0576271186440678,31.593220338983052,35.05084745762712,0.8908474576271187,0.02338983050847458,0.9332203389830509,0.10440677966101697,0.010847457627118643,0.024237288135593223,0.0023728813559322037,0.00033898305084745765,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9491525423728814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05084745762711865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01694915254237288,0.9830508474576272,0.0
4,2426.0,2500058.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,43.0,1.0,0.0,1.0,0.09,0.0,0.0,0.33,0.02,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5,66.0,714.6666666666666,2380394.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,138.0,32.0,0.19666666666666666,0.056666666666666664,0.016666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6,42.5,607.0,794316.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,204.0,35.5,0.16,0.025,0.005,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7,0.14335971855760773,54081.780123131044,8015.330255057168,0.0,0.0,0.0,1.8927000879507476,0.0,0.9929639401934917,0.9327176781002638,0.0,0.0,0.00043975373790677223,0.0,0.0,0.0,0.0,0.0,0.0,3.609498680738786,3.856640281442392,0.0038302550571679855,0.004028144239226033,0.036231310466138936,0.08970536499560286,0.9984256816182938,0.0023878627968337727,0.11185576077396611,204.3518029903254,202.31530343007915,0.9780299032541776,0.002088830255057167,0.0223834652594548,0.0006200527704485491,0.0023175021987686686,0.002902374670184677,0.04773087071240156,0.04736587510993887,0.0,1.0,0.0,0.0008795074758135445,0.0013192612137203166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0316622691292876,0.0,0.0,0.9626209322779243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00043975373790677223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0030782761653474055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03386103781882146,0.0,0.002638522427440633,0.0021987686895338612,0.0,0.961301671064204,0.0
8,41.0,602.0,1699001.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,116.5,36.5,0.32499999999999996,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
9,1448.5925925925926,545.2592592592592,180639.37037037036,0.0,0.0,0.0,0.07407407407407407,0.0,0.9629629629629629,28.444444444444443,0.037037037037037035,0.07407407407407407,31.74074074074074,0.37037037037037035,0.0,0.2222222222222222,0.0,0.0,0.0,4.814814814814815,8.296296296296296,0.0,0.0,0.037037037037037035,0.037037037037037035,1.0,0.0,0.05333333333333334,78.85185185185185,185.59259259259258,0.7859259259259259,0.015925925925925927,0.04962962962962965,0.030740740740740742,0.02962962962962963,0.026296296296296293,0.01814814814814815,0.032962962962962965,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7407407407407407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25925925925925924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.9629629629629629,0.0
